series,ts,value,max,twd,gro_yr
92222328,2022-04-04T09:00:00Z,0,0,0,0
92222328,2022-04-04T09:15:00Z,0,0,0,0
92222328,2022-04-04T09:30:00Z,0,0,0,0
92222328,2022-04-04T09:45:00Z,0,0,0,0
92222328,2022-04-04T10:00:00Z,0,0,0,0
92222328,2022-04-04T10:15:00Z,0,0,0,0
92222328,2022-04-04T10:30:00Z,0,0,0,0
92222328,2022-04-04T10:45:00Z,-1,0,1,0
92222328,2022-04-04T11:00:00Z,-1,0,1,0
92222328,2022-04-04T11:15:00Z,-1,0,1,0
92222328,2022-04-04T11:30:00Z,-1,0,1,0
92222328,2022-04-04T11:45:00Z,-1,0,1,0
92222328,2022-04-04T12:00:00Z,-1,0,1,0
92222328,2022-04-04T12:15:00Z,-1,0,1,0
92222328,2022-04-04T12:30:00Z,-1,0,1,0
92222328,2022-04-04T12:45:00Z,-1,0,1,0
92222328,2022-04-04T13:00:00Z,-1,0,1,0
92222328,2022-04-04T13:15:00Z,-1,0,1,0
92222328,2022-04-04T13:30:00Z,-1,0,1,0
92222328,2022-04-04T13:45:00Z,-1,0,1,0
92222328,2022-04-04T14:00:00Z,-1,0,1,0
92222328,2022-04-04T14:15:00Z,-1,0,1,0
92222328,2022-04-04T14:30:00Z,-1,0,1,0
92222328,2022-04-04T14:45:00Z,-1,0,1,0
92222328,2022-04-04T15:00:00Z,-1,0,1,0
92222328,2022-04-04T15:15:00Z,-1,0,1,0
92222328,2022-04-04T15:30:00Z,-1,0,1,0
92222328,2022-04-04T15:45:00Z,-1,0,1,0
92222328,2022-04-04T16:00:00Z,-1,0,1,0
92222328,2022-04-04T16:15:00Z,-1,0,1,0
92222328,2022-04-04T16:30:00Z,-1,0,1,0
92222328,2022-04-04T16:45:00Z,-1,0,1,0
92222328,2022-04-04T17:00:00Z,-1,0,1,0
92222328,2022-04-04T17:15:00Z,-1,0,1,0
92222328,2022-04-04T17:30:00Z,-1,0,1,0
92222328,2022-04-04T17:45:00Z,-1,0,1,0
92222328,2022-04-04T18:00:00Z,-1,0,1,0
92222328,2022-04-04T18:15:00Z,-1,0,1,0
92222328,2022-04-04T18:30:00Z,-1,0,1,0
92222328,2022-04-04T18:45:00Z,-1,0,1,0
92222328,2022-04-04T19:00:00Z,-1,0,1,0
92222328,2022-04-04T19:15:00Z,-1,0,1,0
92222328,2022-04-04T19:30:00Z,-1,0,1,0
92222328,2022-04-04T19:45:00Z,-1,0,1,0
92222328,2022-04-04T20:00:00Z,-1,0,1,0
92222328,2022-04-04T20:15:00Z,-1,0,1,0
92222328,2022-04-04T20:30:00Z,-1,0,1,0
92222328,2022-04-04T20:45:00Z,-1,0,1,0
92222328,2022-04-04T21:00:00Z,-1,0,1,0
92222328,2022-04-04T21:15:00Z,-1,0,1,0
92222328,2022-04-04T21:30:00Z,-1,0,1,0
92222328,2022-04-04T21:45:00Z,-1,0,1,0
92222328,2022-04-04T22:00:00Z,-1,0,1,0
92222328,2022-04-04T22:15:00Z,0,0,0,0
92222328,2022-04-04T22:30:00Z,-1,0,1,0
92222328,2022-04-04T22:45:00Z,-1,0,1,0
92222328,2022-04-04T23:00:00Z,-1,0,1,0
92222328,2022-04-04T23:15:00Z,-1,0,1,0
92222328,2022-04-04T23:30:00Z,0,0,0,0
92222328,2022-04-04T23:45:00Z,-1,0,1,0
92222328,2022-04-05T00:00:00Z,0,0,0,0
92222328,2022-04-05T00:15:00Z,0,0,0,0
92222328,2022-04-05T00:30:00Z,-1,0,1,0
92222328,2022-04-05T00:45:00Z,0,0,0,0
92222328,2022-04-05T01:00:00Z,0,0,0,0
92222328,2022-04-05T01:15:00Z,0,0,0,0
92222328,2022-04-05T01:30:00Z,0,0,0,0
92222328,2022-04-05T01:45:00Z,0,0,0,0
92222328,2022-04-05T02:00:00Z,0,0,0,0
92222328,2022-04-05T02:15:00Z,0,0,0,0
92222328,2022-04-05T02:30:00Z,0,0,0,0
92222328,2022-04-05T02:45:00Z,0,0,0,0
92222328,2022-04-05T03:00:00Z,0,0,0,0
92222328,2022-04-05T03:15:00Z,0,0,0,0
92222328,2022-04-05T03:30:00Z,0,0,0,0
92222328,2022-04-05T03:45:00Z,0,0,0,0
92222328,2022-04-05T04:00:00Z,0,0,0,0
92222328,2022-04-05T04:15:00Z,0,0,0,0
92222328,2022-04-05T04:30:00Z,0,0,0,0
92222328,2022-04-05T04:45:00Z,0,0,0,0
92222328,2022-04-05T05:00:00Z,0,0,0,0
92222328,2022-04-05T05:15:00Z,0,0,0,0
92222328,2022-04-05T05:30:00Z,0,0,0,0
92222328,2022-04-05T05:45:00Z,-1,0,1,0
92222328,2022-04-05T06:00:00Z,-1,0,1,0
92222328,2022-04-05T06:15:00Z,-1,0,1,0
92222328,2022-04-05T06:30:00Z,-1,0,1,0
92222328,2022-04-05T06:45:00Z,-1,0,1,0
92222328,2022-04-05T07:00:00Z,-1,0,1,0
92222328,2022-04-05T07:15:00Z,-1,0,1,0
92222328,2022-04-05T07:30:00Z,-1,0,1,0
92222328,2022-04-05T07:45:00Z,-1,0,1,0
92222328,2022-04-05T08:00:00Z,-1,0,1,0
92222328,2022-04-05T08:15:00Z,-1,0,1,0
92222328,2022-04-05T08:30:00Z,-1,0,1,0
92222328,2022-04-05T08:45:00Z,-1,0,1,0
92222328,2022-04-05T09:00:00Z,-1,0,1,0
92222328,2022-04-05T09:15:00Z,-1,0,1,0
92222328,2022-04-05T09:30:00Z,-1,0,1,0
92222328,2022-04-05T09:45:00Z,-1,0,1,0
92222328,2022-04-05T10:00:00Z,-2,0,2,0
92222328,2022-04-05T10:15:00Z,-2,0,2,0
92222328,2022-04-05T10:30:00Z,-2,0,2,0
92222328,2022-04-05T10:45:00Z,-2,0,2,0
92222328,2022-04-05T11:00:00Z,-2,0,2,0
92222328,2022-04-05T11:15:00Z,-2,0,2,0
92222328,2022-04-05T11:30:00Z,-2,0,2,0
92222328,2022-04-05T11:45:00Z,-2,0,2,0
92222328,2022-04-05T12:00:00Z,-2,0,2,0
92222328,2022-04-05T12:15:00Z,-2,0,2,0
92222328,2022-04-05T12:30:00Z,-2,0,2,0
92222328,2022-04-05T12:45:00Z,-2,0,2,0
92222328,2022-04-05T13:00:00Z,-2,0,2,0
92222328,2022-04-05T13:15:00Z,-2,0,2,0
92222328,2022-04-05T13:30:00Z,-2,0,2,0
92222328,2022-04-05T13:45:00Z,-2,0,2,0
92222328,2022-04-05T14:00:00Z,-2,0,2,0
92222328,2022-04-05T14:15:00Z,-2,0,2,0
92222328,2022-04-05T14:30:00Z,-2,0,2,0
92222328,2022-04-05T14:45:00Z,-2,0,2,0
92222328,2022-04-05T15:00:00Z,-2,0,2,0
92222328,2022-04-05T15:15:00Z,-2,0,2,0
92222328,2022-04-05T15:30:00Z,-2,0,2,0
